Emotion,Suddenness,Goal_relevance,Conduciveness,Power
Pride,0.98654,0.98905,0.97385,0.34795
Pride,0.89693,0.90994,0.95567,0.08337
Pride,0.85319,0.98228,0.88976,0.81812
Pride,0.72477,0.9956,0.99883,0.747
Pride,0.35108,0.88603,0.98956,0.66995
Pride,0.64607,0.97728,0.96699,0.2056
Pride,0.23001,0.93847,0.88907,0.21699
Pride,0.34492,0.94645,0.95121,0.91013
Pride,0.60003,0.95433,0.93118,0.34667
Pride,0.58203,0.99505,0.93908,0.77703
Pride,0.83696,0.97434,0.86558,0.69232
Pride,0.05733,0.94935,0.96831,0.96399
Pride,0.2624,0.94044,0.88716,0.90577
Pride,0.15383,0.89503,0.8969,0.31631
Pride,0.59861,0.85731,0.95189,0.63811
Pride,0.61151,0.86854,0.8693,0.40539
Pride,0.23021,0.79709,0.94398,0.73706
Pride,0.55172,0.91672,0.866,0.47393
Pride,0.85339,0.96127,0.98571,0.85621
Pride,0.6516,0.9949,0.87015,0.94472
Pride,0.98055,0.99379,0.97243,0.04738
Pride,0.22954,0.98409,0.93324,0.50453
Pride,0.51953,0.96,0.78954,0.58305
Pride,0.6302,0.92912,0.95345,0.16738
Pride,0.59447,0.99825,0.82944,0.31116
Pride,0.81638,0.90393,0.8808,0.46268
Pride,0.19318,0.81326,0.90044,0.70336
Pride,0.38035,0.99748,0.97749,0.85845
Pride,0.4248,0.87949,0.93973,0.12734
Pride,0.21738,0.82168,0.98173,0.43156
Pride,0.0639,0.89347,0.98975,0.18169
Pride,0.21416,0.81124,0.79401,0.29939
Pride,0.99526,0.95684,0.77151,0.11171
Pride,0.54308,0.98235,0.99641,0.80936
Pride,0.08303,0.93584,0.96519,0.82498
Pride,0.55145,0.93538,0.94457,0.67301
Pride,0.72426,0.88989,0.94193,0.46642
Pride,0.53368,0.83464,0.86349,0.7673
Pride,0.67969,0.86985,0.94748,0.37082
Pride,0.91741,0.86402,0.92694,0.96121
Pride,0.00311,0.93933,0.85342,0.28973
Pride,0.93353,0.91212,0.90724,0.30241
Pride,0.47279,0.9339,0.73888,0.0258
Pride,0.52206,0.87602,0.93213,0.13892
Pride,0.13034,0.89157,0.95113,0.04982
Pride,0.07039,0.98014,0.91339,0.78291
Pride,0.42878,0.97474,0.99793,0.67174
Pride,0.61153,0.97702,0.93678,0.66604
Pride,0.08767,0.85995,0.91855,0.7107
Pride,0.15724,0.92214,0.98898,0.46954
Pride,0.55699,0.92455,0.71419,0.10499
Pride,0.46881,0.95799,0.90215,0.92654
Pride,0.50929,0.89999,0.9986,0.70784
Pride,0.03026,0.84446,0.94505,0.32201
Pride,0.48508,0.92719,0.98131,0.15198
Pride,0.3371,0.98775,0.87441,0.50222
Pride,0.40213,0.92933,0.84202,0.25112
Pride,0.3632,0.83135,0.97577,0.28748
Pride,0.23351,0.86821,0.93006,0.78386
Pride,0.0331,0.99966,0.91723,0.47665
Pride,0.50333,0.97163,0.85938,0.23904
Pride,0.4056,0.96685,0.91549,0.95315
Pride,0.99155,0.94759,0.91984,0.64031
Pride,0.30062,0.96861,0.85684,0.62813
Pride,0.81876,0.84004,0.92836,0.79716
Pride,0.49449,0.93971,0.9214,0.32844
Pride,0.32336,0.83501,0.93763,0.93672
Pride,0.39678,0.96912,0.87027,0.5513
Pride,0.7599,0.91147,0.91676,0.42179
Pride,0.80483,0.98441,0.93967,0.32181
Pride,0.93302,0.93883,0.93816,0.16161
Pride,0.2296,0.88206,0.92967,0.63233
Pride,0.07136,0.94472,0.99983,0.34818
Pride,0.17701,0.97893,0.96541,0.15205
Pride,0.97315,0.80211,0.7976,0.92514
Pride,0.92979,0.99931,0.95363,0.34778
Pride,0.87934,0.99939,0.77554,0.55018
Pride,0.57156,0.98047,0.99557,0.21484
Pride,0.02857,0.81162,0.97768,0.61164
Pride,0.5476,0.98993,0.88751,0.72679
Pride,0.84267,0.9889,0.98724,0.13475
Pride,0.8772,0.96769,0.8635,0.4783
Pride,0.06973,0.98609,0.90833,0.56081
Pride,0.98015,0.85925,0.89439,0.57866
Pride,0.6586,0.92597,0.9435,0.91654
Pride,0.0514,0.94435,0.92191,0.87894
Pride,0.45427,0.86687,0.88022,0.08058
Pride,0.27678,0.88464,0.92599,0.12863
Pride,0.73763,0.75471,0.81435,0.34916
Pride,0.44676,0.94221,0.80126,0.44319
Pride,0.91704,0.91551,0.96593,0.44933
Pride,0.91252,0.89337,0.97958,0.5736
Pride,0.19732,0.96409,0.9533,0.38127
Pride,0.76167,0.85835,0.95373,0.52643
Pride,0.57206,0.91351,0.99454,0.10222
Pride,0.69552,0.87456,0.87324,0.04967
Pride,0.41821,0.91369,0.82888,0.65581
Pride,0.6936,0.98771,0.93273,0.4551
Pride,0.77638,0.98145,0.90592,0.29652
Pride,0.90894,0.8728,0.9698,0.91718
Pride,0.81255,0.91461,0.98006,0.30682
Pride,0.15188,0.91322,0.91027,0.17171
Pride,0.64206,0.85067,0.92113,0.99433
Pride,0.94908,0.98864,0.97053,0.52712
Pride,0.10418,0.89606,0.91596,0.45664
Pride,0.30044,0.99748,0.92529,0.05666
Pride,0.32116,0.90542,0.96548,0.31153
Pride,0.17045,0.83656,0.95284,0.75066
Pride,0.07605,0.87081,0.98648,0.60074
Pride,0.01174,0.96059,0.98589,0.74421
Pride,0.19234,0.9536,0.98717,0.52372
Pride,0.26264,0.94917,0.84836,0.37811
Pride,0.32308,0.95265,0.97111,0.45213
Pride,0.91005,0.91725,0.96196,0.74538
Pride,0.37818,0.9784,0.89038,0.33355
Pride,0.96346,0.89338,0.96261,0.65156
Pride,0.52119,0.93335,0.96234,0.10063
Pride,0.00398,0.92781,0.97242,0.65767
Pride,0.99753,0.88152,0.73899,0.30495
Pride,0.01307,0.84405,0.97516,0.14696
Pride,0.49403,0.9604,0.98989,0.06902
Pride,0.60125,0.99575,0.96694,0.5286
Pride,0.47609,0.99132,0.90709,0.33458
Pride,0.14386,0.99511,0.94163,0.07713
Pride,0.36348,0.97858,0.94483,0.75131
Pride,0.98231,0.98256,0.9075,0.16835
Pride,0.46755,0.99248,0.99398,0.85035
Pride,0.57097,0.94487,0.93286,0.14433
Pride,0.42345,0.83849,0.86734,0.6781
Pride,0.38857,0.86877,0.99647,0.7399
Pride,0.80857,0.94967,0.97068,0.46258
Pride,0.54906,0.95169,0.99466,0.28729
Pride,0.08331,0.90736,0.85478,0.6042
Pride,0.76324,0.88507,0.87366,0.65197
Pride,0.19227,0.96891,0.92851,0.35545
Pride,0.99005,0.96592,0.93986,0.64136
Pride,0.17136,0.86948,0.99874,0.52279
Pride,0.73443,0.94427,0.82668,0.6923
Pride,0.58346,0.96376,0.88652,0.72497
Pride,0.38402,0.90482,0.91478,0.73179
Pride,0.66896,0.85779,0.85856,0.33356
Pride,0.48262,0.93839,0.9614,0.98333
Pride,0.68089,0.98235,0.79092,0.76362
Pride,0.18129,0.94932,0.95659,0.43178
Pride,0.48098,0.86382,0.8967,0.64412
Pride,0.23999,0.87648,0.91381,0.37123
Pride,0.35442,0.97476,0.81353,0.11526
Pride,0.57715,0.99112,0.9851,0.75304
Pride,0.77946,0.99678,0.93488,0.22846
Pride,0.44375,0.8857,0.94634,0.18017
Pride,0.83253,0.78376,0.84752,0.13129
Pride,0.08026,0.81949,0.68944,0.90674
Pride,0.71853,0.87197,0.8358,0.40087
Pride,0.15352,0.68562,0.96868,0.86531
Pride,0.78037,0.96636,0.82727,0.72202
Pride,0.49711,0.94282,0.83555,0.7719
Pride,0.83872,0.96177,0.91562,0.48044
Pride,0.06086,0.98795,0.92883,0.68302
Pride,0.69626,0.87452,0.97462,0.36168
Pride,0.04478,0.81234,0.93046,0.02119
Pride,0.12778,0.97165,0.91863,0.89778
Pride,0.23723,0.9978,0.91354,0.83494
Pride,0.84028,0.86646,0.89796,0.96262
Pride,0.62175,0.77736,0.9404,0.7031
Pride,0.19095,0.99451,0.80944,0.75109
Pride,0.25584,0.92338,0.67021,0.88481
Pride,0.14372,0.89397,0.95027,0.35054
Pride,0.85854,0.9061,0.99829,0.99437
Pride,0.2234,0.95156,0.92149,0.53234
Pride,0.06444,0.95208,0.81592,0.38814
Pride,0.76609,0.9395,0.85862,0.20252
Pride,0.94127,0.87321,0.9022,0.55894
Pride,0.26757,0.92952,0.92213,0.06552
Pride,0.97365,0.94975,0.97327,0.88907
Pride,0.32998,0.73612,0.88297,0.33186
Pride,0.40727,0.94085,0.93948,0.81038
Pride,0.88892,0.909,0.99504,0.99989
Pride,0.18046,0.96168,0.94986,0.44184
Pride,0.08902,0.92327,0.85845,0.04823
Pride,0.91232,0.96018,0.94117,0.99488
Pride,0.91694,0.85163,0.9386,0.26032
Pride,0.26261,0.82899,0.97792,0.31671
Pride,0.53561,0.95661,0.75447,0.72968
Pride,0.17912,0.97298,0.93868,0.13296
Pride,0.25785,0.93154,0.93937,0.63352
Pride,0.76939,0.85985,0.94583,0.90737
Pride,0.54568,0.78491,0.97981,0.65918
Pride,0.51518,0.88983,0.84961,0.40826
Pride,0.49504,0.94526,0.88413,0.24534
Pride,0.05149,0.85681,0.93935,0.62035
Pride,0.38603,0.73918,0.97357,0.17648
Pride,0.51054,0.91068,0.89245,0.58869
Pride,0.2109,0.74656,0.87937,0.91919
Pride,0.23392,0.97408,0.88915,0.46683
Pride,0.34855,0.95648,0.96246,0.06234
Pride,0.99917,0.93601,0.97652,0.85451
Pride,0.70089,0.97292,0.866,0.90448
Pride,0.37206,0.90698,0.77109,0.69264
Pride,0.44456,0.86996,0.89987,0.1657
Pride,0.7688,0.98109,0.96376,0.30246
Pride,0.7086,0.8923,0.91971,0.91752
Pride,0.48634,0.93989,0.96018,0.82261
Pride,0.91164,0.94969,0.80882,0.80782
Pride,0.24855,0.81646,0.91219,0.51453
Pride,0.01053,0.95607,0.77634,0.75393
Pride,0.03739,0.92938,0.8515,0.35444
Pride,0.8955,0.95071,0.98974,0.60645
Pride,0.76357,0.90266,0.87985,0.32663
Pride,0.43406,0.99513,0.95828,0.67984
Pride,0.72381,0.94722,0.90355,0.27889
Pride,0.6712,0.99168,0.85049,0.8399
Pride,0.52979,0.89833,0.94684,0.18663
Pride,0.7504,0.9422,0.88511,0.39074
Pride,0.06816,0.98833,0.99244,0.77369
Pride,0.07899,0.99804,0.97039,0.87017
Pride,0.26395,0.84818,0.89101,0.50569
Pride,0.98994,0.95627,0.90684,0.01536
Pride,0.26138,0.91968,0.99104,0.66016
Pride,0.81392,0.99767,0.97866,0.81941
Pride,0.53281,0.88328,0.83568,0.10836
Pride,0.78212,0.89459,0.78523,0.23383
Pride,0.30776,0.98005,0.94995,0.78523
Pride,0.90024,0.86839,0.99626,0.20604
Pride,0.72947,0.98679,0.98165,0.13911
Pride,0.60779,0.97388,0.84732,0.3796
Pride,0.67404,0.87542,0.94303,0.46458
Pride,0.75072,0.95085,0.96759,0.99701
Pride,0.29654,0.92501,0.87876,0.68457
Pride,0.73279,0.97245,0.86378,0.50962
Pride,0.68023,0.89083,0.77744,0.35546
Pride,0.92235,0.93967,0.78072,0.62647
Pride,0.93392,0.95204,0.94893,0.95828
Pride,0.04152,0.99861,0.96691,0.3799
Pride,0.94828,0.94097,0.9684,0.51062
Pride,0.51586,0.96742,0.9981,0.64574
Pride,0.93705,0.92047,0.93096,0.46418
Pride,0.11124,0.93424,0.96336,0.4348
Pride,0.2033,0.99686,0.99404,0.49669
Pride,0.99988,0.99259,0.81746,0.46507
Pride,0.88305,0.95739,0.97513,0.91668
Pride,0.6008,0.86961,0.87104,0.1993
Pride,0.34884,0.97909,0.96955,0.93785
Pride,0.99498,0.98954,0.9207,0.37922
Pride,0.01642,0.9538,0.88876,0.75354
Pride,0.99792,0.89047,0.9592,0.17768
Pride,0.16185,0.9203,0.8957,0.09127
Pride,0.54232,0.95211,0.94298,0.95316
Pride,0.63143,0.92541,0.99519,0.55276
Pride,0.04314,0.80312,0.9734,0.34238
Pride,0.14832,0.8985,0.9362,0.31896
Pride,0.80006,0.76527,0.95603,0.16054
Pride,0.34515,0.90851,0.97907,0.58472
Pride,0.4413,0.80914,0.95662,0.04528
Pride,0.88779,0.93135,0.87793,0.87112
Pride,0.07648,0.98435,0.99357,0.11357
Pride,0.89338,0.90648,0.94223,0.4988
Pride,0.96183,0.95209,0.92763,0.79924
Pride,0.11677,0.89213,0.95701,0.19325
Pride,0.66972,0.98084,0.94212,0.65681
Pride,0.58302,0.88042,0.97409,0.24134
Pride,0.19468,0.88409,0.92617,0.0436
Pride,0.14317,0.94104,0.98692,0.43495
Pride,0.99956,0.91706,0.93779,0.46225
Pride,0.08548,0.87013,0.90836,0.62031
Pride,0.74351,0.8535,0.97657,0.18705
Pride,0.6397,0.8364,0.92377,0.79306
Pride,0.55245,0.94735,0.94457,0.18126
Pride,0.93435,0.91677,0.91854,0.90446
Pride,0.05143,0.80211,0.95048,0.79823
Pride,0.0545,0.95207,0.96775,0.31812
Pride,0.89084,0.82377,0.86629,0.23081
Pride,0.81546,0.86747,0.99505,0.90023
Pride,0.47476,0.90403,0.95858,0.11128
Pride,0.02948,0.96906,0.89884,0.79767
Pride,0.79768,0.89634,0.96836,0.8424
Pride,0.58947,0.93097,0.93312,0.21169
Pride,0.87655,0.9566,0.97202,0.76366
Pride,0.60219,0.89285,0.9436,0.4663
Pride,0.80891,0.91374,0.93832,0.93409
Pride,0.87831,0.88937,0.91005,0.30834
Pride,0.25065,0.97974,0.91563,0.08299
Pride,0.82364,0.83931,0.97885,0.52296
Pride,0.21176,0.98569,0.82255,0.22875
Pride,0.70772,0.97576,0.96331,0.1441
Pride,0.2856,0.92188,0.86386,0.0407
Pride,0.12958,0.91113,0.79355,0.8024
Sadness,0.05211,0.95386,0.00963,0.06106
Sadness,0.01007,0.81767,0.11737,0.09076
Sadness,0.15307,0.9946,0.01847,0.01832
Sadness,0.2497,0.9461,0.01925,0.04896
Sadness,0.05112,0.98864,0.03931,0.11037
Sadness,0.10349,0.99279,0.03893,0.00665
Sadness,0.01768,0.94313,5e-05,0.00586
Sadness,0.12447,0.92668,0.04994,0.11315
Sadness,0.04548,0.96206,0.01379,0.01343
Sadness,0.12061,0.87099,0.04516,0.02577
Sadness,0.00202,0.95013,0.01725,0.07006
Sadness,0.19648,0.93779,0.04019,0.03011
Sadness,0.0309,0.97874,0.05161,0.07531
Sadness,0.07809,0.95022,0.09226,0.00712
Sadness,0.00021,0.98471,0.04654,0.01884
Sadness,0.11541,0.82743,0.03263,0.07865
Sadness,0.00079,0.99601,0.04531,0.04341
Sadness,0.0723,0.94702,0.02645,0.05707
Sadness,0.15674,0.98143,0.01932,0.01479
Sadness,0.10767,0.81893,0.02054,0.09387
Sadness,0.11954,0.98279,0.00532,0.0433
Sadness,0.03157,0.94764,0.02914,0.01997
Sadness,0.01978,0.91678,0.02092,0.02421
Sadness,0.073,0.89345,0.03924,0.00041
Sadness,0.02412,0.94236,0.02568,0.03677
Sadness,0.03126,0.97084,0.0004,0.00077
Sadness,0.1034,0.87679,0.09739,0.0312
Sadness,0.04895,0.89327,0.00798,0.01011
Sadness,0.09314,0.94175,0.03353,0.02026
Sadness,0.06565,0.92166,0.03468,0.01407
Sadness,0.02627,0.96449,0.03057,0.0317
Sadness,0.05603,0.93338,0.00257,0.00817
Sadness,0.10307,0.96584,0.04504,0.01531
Sadness,0.0314,0.85521,0.03545,0.00038
Sadness,0.14618,0.91668,0.02363,0.07535
Sadness,0.0152,0.96843,0.10289,0.09416
Sadness,0.16879,0.77535,0.04795,0.00238
Sadness,0.109,0.8674,0.00954,0.02695
Sadness,0.06128,0.95531,0.02288,0.05578
Sadness,0.06343,0.87007,0.03203,0.07577
Sadness,0.02675,0.90533,0.00399,0.04139
Sadness,0.18188,0.88554,0.00733,0.0566
Sadness,0.08767,0.94693,0.0982,0.12225
Sadness,0.19686,0.9447,0.00241,0.0295
Sadness,0.07775,0.99203,0.02187,0.01145
Sadness,0.12568,0.92208,0.03453,0.07103
Sadness,0.0808,0.92252,0.05468,0.04229
Sadness,0.06949,0.87617,0.05899,0.09544
Sadness,0.00796,0.96732,0.01865,0.04481
Sadness,0.15686,0.90927,0.03189,0.04327
Sadness,0.07625,0.85948,0.03336,0.04041
Sadness,0.08298,0.77769,0.02122,0.01407
Sadness,0.03989,0.98003,0.08372,0.01135
Sadness,0.09259,0.91419,0.01224,0.04087
Sadness,0.0385,0.93271,0.03332,0.03585
Sadness,0.03069,0.97436,0.01529,0.0122
Sadness,0.01332,0.97733,0.06528,0.00785
Sadness,0.0895,0.99749,0.00193,0.0655
Sadness,0.02987,0.98508,0.10109,0.03691
Sadness,0.08093,0.98353,0.01091,0.01227
Sadness,0.04704,0.94662,0.06582,0.01934
Sadness,0.03229,0.96157,0.01738,0.03775
Sadness,0.12118,0.91068,0.03653,0.02896
Sadness,0.11608,0.86443,0.05388,0.02252
Sadness,0.05665,0.99871,0.01375,0.0523
Sadness,0.16779,0.98288,0.02806,0.04227
Sadness,0.03907,0.98314,0.02814,0.08538
Sadness,0.0268,0.93828,0.00534,0.00377
Sadness,0.06846,0.94588,0.10673,0.01085
Sadness,0.01465,0.85251,0.04122,0.05016
Sadness,0.10008,0.95349,0.02425,0.01317
Sadness,0.00437,0.93279,0.01578,0.04116
Sadness,0.20429,0.95301,0.0407,0.00108
Sadness,0.05747,0.86024,0.08951,0.03194
Sadness,0.00553,0.84545,0.04244,0.0054
Sadness,0.01246,0.85195,0.0775,0.02994
Sadness,0.01687,0.86555,0.08314,0.02578
Sadness,0.00924,0.90248,0.03983,0.0423
Sadness,0.16301,0.98706,0.09644,0.04618
Sadness,0.11163,0.86476,0.0772,0.01682
Sadness,0.16776,0.99511,0.03314,0.03726
Sadness,0.04424,0.99561,0.06122,0.00788
Sadness,0.03056,0.92322,0.02799,0.05608
Sadness,0.11753,0.89237,0.00832,0.00838
Sadness,0.08301,0.84545,0.02355,0.01736
Sadness,0.1875,0.90953,0.00636,0.06932
Sadness,0.07288,0.97967,0.05471,0.07823
Sadness,0.02516,0.97867,0.04503,0.12524
Sadness,0.08894,0.89567,0.07386,0.13085
Sadness,0.12191,0.93596,0.05239,0.10448
Sadness,0.05343,0.87484,0.00456,0.03127
Sadness,0.11958,0.82636,0.07496,0.02159
Sadness,0.00745,0.9036,0.03104,0.02795
Sadness,0.03088,0.74491,0.06835,0.03596
Sadness,0.0733,0.81797,0.0833,0.02883
Sadness,0.00628,0.99163,0.04,0.01886
Sadness,0.19023,0.99093,0.00813,0.02845
Sadness,0.0047,0.93537,0.00262,0.06146
Sadness,0.09854,0.9408,0.01777,0.03158
Sadness,0.14778,0.85553,0.1132,0.00684
Sadness,0.10668,0.95612,0.05285,0.06586
Sadness,0.05164,0.85671,0.07256,0.04541
Sadness,0.16183,0.94769,0.00145,0.02591
Sadness,0.0736,0.94646,0.10066,0.00577
Sadness,0.05871,0.90002,0.05011,0.01839
Sadness,0.12168,0.98049,0.05624,0.06866
Sadness,0.02302,0.99841,0.08345,0.09156
Sadness,0.0874,0.87733,0.0222,0.03326
Sadness,0.08502,0.93739,0.0023,0.00585
Sadness,0.05215,0.91555,0.02077,0.06604
Sadness,0.11948,0.91269,0.03008,0.01331
Sadness,0.09628,0.97867,0.00667,0.00379
Sadness,0.03584,0.92994,0.00191,0.0208
Sadness,0.02338,0.97821,0.03061,0.00985
Sadness,0.10022,0.91648,0.00608,0.05945
Sadness,0.13235,0.92595,0.08877,0.02929
Sadness,0.00054,0.98875,0.02081,0.04401
Sadness,0.07749,0.82685,0.0617,0.02427
Sadness,0.04777,0.90154,0.00695,0.07285
Sadness,0.0533,0.94665,0.05566,0.04985
Sadness,0.23184,0.85911,0.07455,0.06264
Sadness,0.1225,0.89743,0.02027,0.03726
Sadness,0.14183,0.94728,0.02402,0.00597
Sadness,0.074,0.99151,0.01748,0.02088
Sadness,0.02661,0.97395,0.0615,0.0354
Sadness,0.12986,0.92655,0.05223,0.03594
Sadness,0.05933,0.80264,0.05683,0.06676
Sadness,0.01912,0.95326,0.01682,0.01579
Sadness,0.15524,0.95719,0.00761,0.01152
Sadness,0.02931,0.84575,0.02474,0.00616
Sadness,0.03223,0.93935,0.08285,0.08401
Sadness,0.02998,0.93129,0.0638,0.01808
Sadness,0.12248,0.9658,0.02611,0.05793
Sadness,0.01012,0.94705,0.03362,0.04678
Sadness,0.04923,0.91817,0.05772,0.01493
Sadness,0.01849,0.90516,0.05106,0.10262
Sadness,0.04762,0.99967,0.01225,0.04795
Sadness,0.09047,0.89372,0.03857,0.02004
Sadness,0.1117,0.8268,0.00806,0.00077
Sadness,0.00633,0.86918,0.0234,0.07242
Sadness,0.2597,0.94206,0.08025,0.02527
Sadness,0.0725,0.94877,0.0083,0.00769
Sadness,0.26147,0.85015,0.02504,0.02383
Sadness,0.03436,0.93828,0.00179,0.0638
Sadness,0.14457,0.90421,0.06248,0.08701
Sadness,0.03848,0.92469,0.05601,0.01488
Sadness,0.04555,0.84751,0.00812,0.12295
Sadness,0.02362,0.96482,0.01715,0.04693
Sadness,0.08752,0.99223,0.00585,0.06073
Sadness,0.19075,0.96838,0.00163,0.00585
Sadness,0.122,0.96181,0.09338,0.0173
Sadness,0.05421,0.91771,0.10169,0.05495
Sadness,0.11765,0.95122,0.01791,0.01685
Sadness,0.0886,0.91415,0.09886,0.04547
Sadness,0.08146,0.90054,0.02757,0.02503
Sadness,0.14872,0.95009,0.03601,0.04696
Sadness,0.13257,0.96147,0.00587,0.00441
Sadness,0.11413,0.99518,0.06647,0.02905
Sadness,0.08205,0.97749,0.06727,0.05215
Sadness,0.00492,0.93331,0.02242,0.05324
Sadness,0.19708,0.97403,0.02272,0.00087
Sadness,0.04528,0.91245,0.03483,0.01737
Sadness,0.06888,0.78703,0.0483,0.13354
Sadness,0.02216,0.87204,0.00537,0.09737
Sadness,0.05004,0.88163,0.01859,0.01313
Sadness,0.16454,0.9617,0.00867,0.0393
Sadness,0.0723,0.88323,0.01304,0.05503
Sadness,0.09765,0.82631,0.03989,0.01757
Sadness,0.12364,0.93141,0.02442,0.03083
Sadness,0.13432,0.9495,0.03117,0.06302
Sadness,0.0651,0.89798,0.03028,0.01817
Sadness,0.0529,0.93225,0.00533,0.03924
Sadness,0.08122,0.99708,0.02214,0.04065
Sadness,0.08575,0.96189,0.00539,0.12803
Sadness,0.10294,0.89979,0.01681,0.05862
Sadness,0.05136,0.86926,0.02178,0.03795
Sadness,0.07359,0.99028,0.0421,0.02417
Sadness,0.2351,0.93174,0.02841,0.07726
Sadness,0.01056,0.99987,0.0445,0.0764
Sadness,0.1365,0.97543,0.01025,0.07007
Sadness,0.11056,0.96907,0.0194,0.014
Sadness,0.04839,0.90428,0.05719,0.0916
Sadness,0.08713,0.90256,0.01996,0.02002
Sadness,0.08037,0.98519,0.08705,0.02648
Sadness,0.06994,0.93875,0.02224,0.04113
Sadness,0.14689,0.95147,0.03821,0.03941
Sadness,0.05675,0.96596,0.00742,0.04185
Sadness,0.20335,0.97007,0.02482,0.05171
Sadness,0.07845,0.86481,0.00199,0.07489
Sadness,0.05296,0.91182,0.00706,0.00552
Sadness,0.04931,0.88663,0.04096,0.03025
Sadness,0.16427,0.94983,0.02793,0.01704
Sadness,0.1072,0.98256,0.0006,0.04333
Sadness,0.07864,0.76234,0.00099,0.03305
Sadness,0.11095,0.97319,0.06866,0.00337
Sadness,0.00921,0.98157,0.09258,0.0903
Sadness,0.12571,0.96681,0.03886,0.05835
Sadness,0.03479,0.87221,0.08865,0.04956
Sadness,0.01186,0.80197,0.02856,0.09036
Sadness,0.14076,0.96118,0.00519,0.08936
Sadness,0.06623,0.95072,0.06458,0.06337
Sadness,0.006,0.94581,0.02832,0.0337
Sadness,0.00972,0.98085,0.07507,0.06842
Sadness,0.04314,0.99661,0.02108,0.01316
Sadness,0.14622,0.91652,0.05689,0.00765
Sadness,0.15139,0.97847,0.05879,0.03655
Sadness,0.00749,0.9484,0.02122,0.04047
Sadness,0.00314,0.99782,0.05213,0.08536
Sadness,0.13805,0.95704,0.08294,0.05344
Sadness,0.01527,0.92256,0.08858,0.00558
Sadness,0.00149,0.8581,0.03516,0.02142
Sadness,0.00788,0.9964,0.01727,0.07592
Sadness,0.07711,0.98129,0.10301,0.0489
Sadness,0.25888,0.93219,0.03494,0.00448
Sadness,0.14532,0.99641,0.01761,0.00241
Sadness,0.12031,0.94007,0.00541,0.05094
Sadness,0.06111,0.84534,0.0699,0.01287
Sadness,0.10322,0.98611,0.00269,0.06204
Sadness,0.03861,0.99949,0.05743,0.01553
Sadness,0.11106,0.92896,0.07382,0.04454
Sadness,0.07991,0.76227,0.01098,0.05241
Sadness,0.02079,0.85083,0.07424,0.04762
Sadness,0.16085,0.919,0.03108,0.04311
Sadness,0.06362,0.99148,0.04658,0.03326
Sadness,0.06649,0.91148,0.01366,0.00212
Sadness,0.04428,0.99147,0.04854,0.06214
Sadness,0.03274,0.98998,0.03086,0.0642
Sadness,0.03499,0.85252,0.04296,0.01506
Sadness,0.10684,0.70254,0.04498,0.01995
Sadness,0.18837,0.99443,0.03577,0.01352
Sadness,0.02593,0.92555,0.05703,0.01454
Sadness,0.07482,0.95868,0.08479,0.04734
Sadness,0.02948,0.91692,0.10215,0.01463
Sadness,0.1409,0.95606,0.03532,0.02955
Sadness,0.01495,0.98376,0.02868,0.03018
Sadness,0.08378,0.83763,0.00556,0.04754
Sadness,0.00956,0.90163,0.01017,0.01555
Sadness,0.01447,0.96139,0.02279,0.1167
Sadness,0.01526,0.9736,0.02505,0.04535
Sadness,0.02018,0.93965,0.06224,0.03055
Sadness,0.08104,0.90238,0.04798,0.03386
Sadness,0.1722,0.96001,0.00339,0.00374
Sadness,0.08726,0.8986,0.0234,0.06986
Sadness,0.05371,0.94269,0.06858,0.09438
Sadness,0.06325,0.812,0.06962,0.01871
Sadness,0.06948,0.98293,0.00055,0.05379
Sadness,0.04094,0.98953,0.06783,0.10696
Sadness,0.0364,0.90726,0.04624,0.06186
Sadness,0.0653,0.84795,0.04622,0.02133
Sadness,0.06849,0.98774,0.03255,0.03361
Sadness,0.00778,0.93729,0.0338,0.0421
Sadness,0.0286,0.82501,0.01956,0.04212
Sadness,0.01388,0.99244,0.03985,0.03022
Sadness,0.06057,0.83571,0.00532,0.06561
Sadness,0.07862,0.96769,0.03358,0.01628
Sadness,0.01986,0.96099,0.02695,0.00376
Sadness,0.20037,0.87515,0.07505,0.02365
Sadness,0.01314,0.9809,0.09919,0.06431
Sadness,0.0631,0.981,0.05434,0.07021
Sadness,0.2076,0.89001,0.04067,0.08654
Sadness,0.18762,0.91569,0.01125,0.03091
Sadness,0.00183,0.9664,0.07392,0.07232
Sadness,0.09927,0.99997,0.04748,0.04598
Sadness,0.03734,0.93358,0.05622,0.00782
Sadness,0.03084,0.96089,0.01841,0.05001
Sadness,0.18642,0.87586,0.08651,0.02196
Sadness,0.11594,0.96106,0.05152,0.00098
Sadness,0.16227,0.99285,0.00416,0.09894
Sadness,0.08933,0.94574,0.08962,0.0088
Sadness,0.02087,0.98233,0.07676,0.05766
Sadness,0.05902,0.98177,0.00069,0.04494
Sadness,0.10361,0.94281,0.07968,0.0216
Sadness,0.12101,0.92733,0.03683,0.03245
Sadness,0.10273,0.91112,0.02845,0.06794
Sadness,0.02935,0.91489,0.05184,0.0652
Sadness,0.1128,0.95709,0.02322,0.05996
Sadness,0.07847,0.89188,0.00869,0.08345
Sadness,0.03188,0.88873,0.06164,0.03679
Sadness,0.1354,0.94242,0.03221,0.00057
Sadness,0.15132,0.83564,0.02424,0.01285
Sadness,0.13623,0.96363,0.03182,0.00684
Sadness,0.15264,0.77771,0.05434,0.06932
Sadness,0.13674,0.97026,0.02454,0.04932
Sadness,0.07532,0.86328,0.00689,0.06838
